log message,log key,parameter value vector
Jul 9 19:34:12 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[2, 'p15105218.pureserver.info']"
Jul 9 19:34:13 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, 'p15105218.pureserver.info']"
Jul 9 19:34:14 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, 'p15105218.pureserver.info']"
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[11945, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']"
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']"
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']"
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']"
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']"
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[3, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[18113, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']"
Jul 10 04:04:31 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[556, 'cyrus', '0']"
Jul 10 04:04:32 session closed for user cyrus,session closed for user <*>,"[1, 'cyrus']"
Jul 10 04:04:33 cupsd shutdown succeeded,cupsd shutdown succeeded,[1]
Jul 10 04:04:39 cupsd startup succeeded,cupsd startup succeeded,[6]
Jul 10 04:04:46 restart.,restart.,[7]
Jul 10 04:04:46 ALERT exited abnormally with [1],ALERT exited abnormally with [1],[0]
Jul 10 04:10:47 session opened for user news by (uid=0),session opened for user <*> by (uid=<*>),"[361, 'news', '0']"
Jul 10 04:10:47 session closed for user news,session closed for user <*>,"[0, 'news']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[11617, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[10, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[21168, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']"
Jul 10 16:01:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[9861, '150.183.249.110']"
Jul 10 16:01:44 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '150.183.249.110']"
Jul 10 16:01:45 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '150.183.249.110']"
Jul 10 16:01:45 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '150.183.249.110']"
Jul 10 16:01:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '150.183.249.110']"
Jul 10 16:01:47 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '150.183.249.110']"
Jul 10 16:01:48 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '150.183.249.110']"
Jul 10 16:01:48 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '150.183.249.110']"
Jul 10 16:01:48 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '150.183.249.110']"
Jul 10 16:01:49 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '150.183.249.110']"
Jul 10 16:01:56 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[7, '150.183.249.110']"
Jul 10 16:01:57 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '150.183.249.110']"
