E103,E85,E114,E88,E58,E44,E107,E101,E93,E27,E110,E52,E13,E90,E65,E108,E1,E35,E76,E39,E54,E84,E82,E98,E63,E29,E66,E48,E112,E94,E9,E4,E89,E38,E41,E31,E2,E51,E28,E111,E24,E5,E100,E30,E68,E109,E25,E61,E33,E20,E106,E49,E70,E113,E78,E77,E86,E56,E102,E8,E50,E79,E32,E6,E55,E11,E45,E95,E60,E10,E104,E46,E47,E81,E43,E74,E64,E72,E83,E19,E15,E34,E17,E116,E7,E0,E73,E117,E67,E97,E14,E91,E99,E59,E22,E53,E18,E42,E36,E115,E105,E37,E71,E69,E62,E3,E21,E75,E23,E96,E26,E92,E87,E12,E57,E16,E80,E40
,,,"10503,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[224],[26],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"21084,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[18],[298],[219],[305],[287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"47444,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[187],[152],[14],[186],[285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"11970,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1783,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40389,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[163],[10],[281],[73],[312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"944,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[11]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23099,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
