E25,E0,E13,E4,E7,E1,E8,E11,E15,E3,E6,E5,E16,E22,E21,E12,E23,E17,E10,E18,E19,E9,E20,E2,E24,E14
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[2, 6, 41]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"3,[176],[58],[59],[138],[34],[2, 6, 53]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[2, 6, 35]",,,,,,,,
,"2,[171],[32],[65],[154],[8, 10, 35]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[2, 6, 7]",,,,,,,,
,"3,[171],[32],[65],[154],[8, 10, 54]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[2, 6, 7]",,,,,,,,
,"26747,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"3,[176],[58],[59],[138],[34],[2, 6, 50]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"2,[176],[58],[59],[138],[34],[2, 6, 37]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[2, 6, 37]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"6,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[2, 6, 38]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"3,[176],[58],[59],[138],[34],[2, 6, 29]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[2, 6, 29]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[2, 6, 142]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[2, 6, 142]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[2, 6, 142]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[2, 6, 25]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[2, 6, 25]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[2, 6, 25]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[2, 31, 19]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"7,[1, 66],[47, 57]",,,,,,,,,,,,,"4,[176],[58],[59],[138],[34],[2, 31, 26]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"5495,[176],[58],[59],[138],[34],[3, 4, 190]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"4,[176],[58],[59],[138],[34],[3, 4, 41]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 4, 41]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[3, 4, 18]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"3,[176],[58],[59],[138],[34],[3, 4, 35]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[3, 4, 7]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[3, 4, 30]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 4, 30]",,,,,,,,
,"0,[62],[32],[178],[128],[46, 44, 25]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 4, 30]",,,,,,,,
,"2450,[98],[32],[178],[128],[2, 11, 30]",,,"6,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 4, 30]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"5,[176],[58],[59],[138],[34],[3, 4, 38]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 4, 38]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 4, 38]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[3, 4, 22]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"2,[176],[58],[59],[138],[34],[3, 4, 29]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"2,[176],[58],[59],[138],[34],[3, 4, 25]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 4, 25]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[3, 13, 19]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 13, 19]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 30]",,,"5,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 13, 19]",,,,,,,,
,"2,[98],[32],[178],[128],[2, 11, 50]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"4,[176],[58],[59],[138],[34],[3, 13, 26]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 50]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[176],[58],[59],[138],[34],[3, 13, 26]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 50]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[3, 13, 40]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 50]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"3970,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 50]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"1,[98],[32],[178],[128],[2, 11, 27]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[98],[32],[178],[128],[2, 11, 27]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"2572,[173],[32],[178],[128],[2, 25, 18]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"4,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"5,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 21]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[170],[99],[59],[138],[34],[21, 10, 11]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 11]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 11]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 18]",,,"3,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[59],[138],[34],[21, 10, 11]",,,,,,,,
,"1,[173],[32],[178],[128],[2, 25, 42]",,,"2,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[170],[99],[59],[138],[34],[21, 10, 34]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 42]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"22443,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 42]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 42]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[173],[32],[178],[128],[2, 25, 42]",,,"1783,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"18113,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"1,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"1,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"1,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"1,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 106],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"40389,[1, 86],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"1,[1, 86],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 86],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 23]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 86],[47, 57]",,,,,,,,,,,,,"3,[140],[177],[59],[138],[34],[20, 8, 8]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 86],[47, 57]",,,,,,,,,,,,,"1,[140],[177],[59],[138],[34],[20, 8, 24]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 86],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 24]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"1,[1, 86],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 24]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"1,[1, 86],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 24]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 86],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 24]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"2,[1, 86],[47, 57]",,,,,,,,,,,,,"0,[140],[177],[59],[138],[34],[20, 8, 24]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"23099,[1, 180],[47, 57]",,,,,,,,,,,,,"7106,[101],[93],[59],[138],[34],[8, 20, 54]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 180],[47, 57]",,,,,,,,,,,,,"4,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"0,[1, 180],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[127],[32],[59],[138],[5],[13, 22, 21]",,,"3,[1, 180],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"21168,[91],[32],[59],[138],[5],[12, 34, 16]",,,"1,[1, 180],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"1,[1, 180],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"0,[1, 180],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"0,[1, 180],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"1,[1, 180],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"1,[1, 180],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"7193,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"1,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"0,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"0,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"0,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"0,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"0,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"1,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"0,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"0,[1, 123],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"38703,[1, 108],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"14,[1, 108],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"13,[1, 108],[47, 57]",,,,,,,,,,,,,"0,[101],[93],[59],[138],[34],[8, 20, 38]",,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"13,[1, 108],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"14,[1, 108],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"13,[1, 108],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[91],[32],[59],[138],[5],[12, 34, 16]",,,"14,[1, 108],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"70317,[134],[32],[158],[138],[21],[8, 43, 41]",,,"13,[1, 108],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"36152,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"1,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"1,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 136],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"3660,[1, 87],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 87],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 87],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"12372,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[134],[32],[158],[138],[21],[8, 43, 41]",,,"0,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"1,[134],[32],[158],[138],[21],[8, 43, 18]",,,"0,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"14404,[96],[32],[119],[138],[11],[14, 3, 26]",,,"0,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 26]",,,"0,[1, 186],[47, 57]",,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 26]",,,,,,,,,,,,,,,,,,,,,,,,
,"3,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[96],[32],[119],[138],[11],[14, 3, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"6696,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
