log message,log key,parameter value vector,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15
Jul 9 12:59:44 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:44 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '44 2005']",0,[143],[5],[232],[190],[263],,,,,,,,,,
Jul 9 12:59:44 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:44 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '44 2005']",0,[143],[5],[232],[190],[263],,,,,,,,,,
Jul 9 12:59:44 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:44 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '44 2005']",0,[143],[5],[232],[190],[263],,,,,,,,,,
Jul 9 12:59:44 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:44 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '44 2005']",0,[143],[5],[232],[190],[263],,,,,,,,,,
Jul 9 12:59:44 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:44 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '44 2005']",0,[143],[5],[232],[190],[263],,,,,,,,,,
Jul 9 12:59:44 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:44 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '44 2005']",0,[143],[5],[232],[190],[263],,,,,,,,,,
Jul 9 12:59:45 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:45 2005,E117,"[1, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '45 2005']",1,[143],[5],[232],[190],[191],,,,,,,,,,
Jul 9 12:59:45 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:45 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '45 2005']",0,[143],[5],[232],[190],[191],,,,,,,,,,
Jul 9 12:59:45 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:45 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '45 2005']",0,[143],[5],[232],[190],[191],,,,,,,,,,
Jul 9 12:59:45 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:45 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '45 2005']",0,[143],[5],[232],[190],[191],,,,,,,,,,
Jul 9 12:59:45 connection from 81.171.220.226 (0) at Sat Jul  9 12:59:45 2005,E117,"[0, '81.171.220.226', '0', 'Sat Jul  9 12', '59', '45 2005']",0,[143],[5],[232],[190],[191],,,,,,,,,,
Jul 9 19:34:06 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[23661, 'p15105218.pureserver.info']",23661,[140],,,,,,,,,,,,,,
Jul 9 19:34:06 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[0, 'p15105218.pureserver.info']",0,[140],,,,,,,,,,,,,,
Jul 9 19:34:06 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[0, 'p15105218.pureserver.info']",0,[140],,,,,,,,,,,,,,
Jul 9 19:34:07 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[1, 'p15105218.pureserver.info']",1,[140],,,,,,,,,,,,,,
Jul 9 19:34:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[2, 'p15105218.pureserver.info']",2,[140],,,,,,,,,,,,,,
Jul 9 19:34:09 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[0, 'p15105218.pureserver.info']",0,[140],,,,,,,,,,,,,,
Jul 9 19:34:10 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[1, 'p15105218.pureserver.info']",1,[140],,,,,,,,,,,,,,
Jul 9 19:34:12 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[2, 'p15105218.pureserver.info']",2,[140],,,,,,,,,,,,,,
Jul 9 19:34:13 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[1, 'p15105218.pureserver.info']",1,[140],,,,,,,,,,,,,,
Jul 9 19:34:14 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E107,"[1, 'p15105218.pureserver.info']",1,[140],,,,,,,,,,,,,,
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E117,"[11945, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']",11945,[99],[92],[220],[278],[314],,,,,,,,,,
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']",0,[99],[92],[220],[278],[314],,,,,,,,,,
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']",0,[99],[92],[220],[278],[314],,,,,,,,,,
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']",0,[99],[92],[220],[278],[314],,,,,,,,,,
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']",0,[99],[92],[220],[278],[314],,,,,,,,,,
Jul 9 22:53:19 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '19 2005']",0,[99],[92],[220],[278],[314],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[3, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",3,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 9 22:53:22 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E117,"[0, '206.196.21.129', 'host129.206.196.21.maximumasp.com', 'Sat Jul  9 22', '53', '22 2005']",0,[99],[92],[220],[278],[217],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[18113, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",18113,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 03:55:15 connection from 217.187.83.139 (0) at Sun Jul 10 03:55:15 2005,E117,"[0, '217.187.83.139', '0', 'Sun Jul 10 03', '55', '15 2005']",0,[257],[5],[27],[181],[284],,,,,,,,,,
Jul 10 04:04:31 session opened for user cyrus by (uid=0),E101,"[556, 'cyrus', '0']",556,[106],[5],,,,,,,,,,,,,
Jul 10 04:04:32 session closed for user cyrus,E33,"[1, 'cyrus']",1,[106],,,,,,,,,,,,,,
Jul 10 04:04:33 cupsd shutdown succeeded,E53,[1],1,,,,,,,,,,,,,,,
Jul 10 04:04:39 cupsd startup succeeded,E103,[6],6,,,,,,,,,,,,,,,
Jul 10 04:04:46 restart.,E102,[7],7,,,,,,,,,,,,,,,
Jul 10 04:04:46 ALERT exited abnormally with [1],E97,[0],0,,,,,,,,,,,,,,,
Jul 10 04:10:47 session opened for user news by (uid=0),E101,"[361, 'news', '0']",361,[75],[5],,,,,,,,,,,,,
Jul 10 04:10:47 session closed for user news,E33,"[0, 'news']",0,[75],,,,,,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[11617, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",11617,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:24 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '24 2005']",0,[144],[255],[221],[298],[312],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[10, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",10,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 07:24:34 connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,E117,"[0, '82.83.227.67', 'dsl-082-083-227-067.arcor-ip.net', 'Sun Jul 10 07', '24', '34 2005']",0,[144],[255],[221],[298],[104],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[21168, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",21168,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
Jul 10 13:17:22 connection from 220.94.205.45 (0) at Sun Jul 10 13:17:22 2005,E117,"[0, '220.94.205.45', '0', 'Sun Jul 10 13', '17', '22 2005']",0,[222],[5],[69],[223],[217],,,,,,,,,,
